Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type,EKF Detector
-7.2,-4.4,32,-148,0,11.6,0,0.9,762.8,0.12,0,0,17.7,0:00:00,,7,,,,0,0:00:00,,,32.2314954,-110.9079631,12SWA 08671 66099,3.2,4.1,351,3,6,75.2,-5.4,-0.7,11.6,11.6,-2,2,0,108.5,0,0,0,0,0
-6.9,-4.1,32,-148,0,11.3,0,0.9,762.9,0.14,0,0,21.8,0:00:01,67.1,7,,176,,0,0:00:00,10:55:59,5/24/2022,32.2314895,-110.9079642,12SWA 08671 66098,3.3,4.6,351,3,5,77.3,-6.1,-0.8,11.2,11.2,-2.1,2.1,0,108.5,0,0,0,0,0
-6.4,-3.5,32,-148,0,10.4,0,0.9,762.9,0.11,0,0,21.8,0:00:02,67.1,7,,176,,0,0:00:00,10:56:00,5/24/2022,32.2314895,-110.9079642,12SWA 08671 66098,3.3,4.6,351,3,5,77.3,-6.1,-0.8,11.2,11.2,-2.1,2.1,0,108.5,0,0,0,0,0
-5.8,-2.7,32,-148,0,9.1,0,1,763,0.28,0,0,27,0:00:03,72.1,7,,174,,0,0:00:00,10:56:01,5/24/2022,32.2314667,-110.9079696,12SWA 08670 66096,3.3,4.6,351,3,5,82.2,-8.2,-0.9,8.9,8.9,-2,2,-0.1,108.46,0,0,0,0,0
-3.9,-0.5,31,-149,-1,4.2,0,1.2,763.2,0.47,0,0,38,0:00:04,61.2,7,,173,,0,0:00:00,10:56:02,5/24/2022,32.2314667,-110.9079696,12SWA 08670 66096,3.3,4.6,351,3,5,71.1,-8.1,-1.1,3.9,3.9,-1.4,1.4,-0.2,108.46,0,0,0,0,0
-2.8,0.7,31,-149,0,1.5,0,1.2,763.2,0.74,0,0,38,0:00:05,61.2,7,,173,,0,0:00:00,10:56:03,5/24/2022,32.2314146,-110.9079727,12SWA 08670 66090,3.2,4.1,351,3,6,71.1,-8.1,-1.1,3.9,3.9,-1.4,1.4,-0.2,108.41,0,0,0,0,0
-2.3,1.2,31,-149,0,0.9,0,1.5,763.5,0.73,0,0,52.4,0:00:06,46.8,7,,173,,0,0:00:00,10:56:04,5/24/2022,32.2314146,-110.9079727,12SWA 08670 66090,3.2,4.1,351,3,6,56.8,-7,-1.4,-0.6,0.6,-0.8,0.8,-0.2,108.41,0,0,0,0,0
-2.1,1.5,31,-149,0,1.5,0,1.5,763.5,0.6,0,0,52.4,0:00:07,46.8,7,,173,,0,0:00:00,10:56:05,5/24/2022,32.2314146,-110.9079727,12SWA 08670 66090,3.2,4.1,351,3,6,56.8,-7,-1.4,-0.6,0.6,-0.8,0.8,-0.2,108.41,0,0,0,0,0
-1.9,1.6,31,-149,0,2.3,36.20945682,1.2,763.1,0.41,0.41,0.41,58.1,0:00:08,41.1,7,,172,,13,0:00:00,10:56:06,5/24/2022,32.2313728,-110.907974,12SWA 08670 66085,3.3,4.6,351,3,5,51,-7,-1,-2.4,2.4,-0.5,0.5,0,108.37,0,0,0,0,0
-2,2.9,31,-149,0,1.6,36.20945682,1.2,763.1,0.17,0.41,0.41,58.1,0:00:09,41.1,7,,172,,53,0:00:00,10:56:07,5/24/2022,32.2313728,-110.907974,12SWA 08670 66085,3.3,4.6,351,3,5,51,-7,-1,-2.4,2.4,-0.5,0.5,0,108.37,0,0,0,0,0
-1.8,4,43,-137,12,2.1,-21.97759521,0.9,762.9,0.15,0.15,-0.226,62.3,0:00:10,37.4,7,,174,,0,0:00:00,10:56:08,5/24/2022,32.2313641,-110.9079508,12SWA 08672 66084,3.3,4.6,7.2,3,5,47.7,-4.6,-0.8,-1.8,1.8,1.5,1.5,0.1,108.36,2.5,2.5,5.1,0,0
-2.2,4,329,149,286,1.8,-21.97759521,0.9,762.9,0.09,0.15,-0.226,62.3,0:00:11,37.5,7,,172,,60,0:00:00,10:56:09,5/24/2022,32.2313641,-110.9079508,12SWA 08672 66084,3.3,4.6,7.2,3,5,47.7,-4.6,-0.8,-1.8,1.8,1.5,1.5,0.1,108.36,2.5,2.5,5.1,0,0
7.3,1.7,264,84,-65,4,-21.97759521,0.9,762.9,0.15,0.15,-0.226,62.3,0:00:12,37.5,7,,172,,25,0:00:00,10:56:10,5/24/2022,32.2313641,-110.9079508,12SWA 08672 66084,3.3,4.6,7.2,3,5,47.6,-6.4,-0.8,-0.3,0.3,-1.6,1.6,-0.2,108.36,5.1,3.8,7.9,0,0
4.1,-1.3,204,24,-60,3.2,-39.76529287,0.8,762.8,0.01,0.15,-0.466,66.5,0:00:13,35.9,7,,168,,21,0:00:00,10:56:11,5/24/2022,32.2313239,-110.907992,12SWA 08668 66080,1.4,2.1,255.2,3,6,45.6,-8.2,-0.7,-2.6,2.6,-0.2,0.2,0,108.3,0.9,0.6,1.2,0,0
6.8,0.2,189,9,-15,1.7,-39.76529287,0.8,762.8,0.07,0.15,-0.466,66.5,0:00:14,35.9,7,,168,,15,0:00:00,10:56:12,5/24/2022,32.2313239,-110.907992,12SWA 08668 66080,1.4,2.1,255.2,3,6,45.6,-8.2,-0.7,-2.6,2.6,-0.2,0.2,0,108.3,0.9,0.6,1.2,0,0
6.8,0.9,189,9,0,1.5,86.31454188,0.7,762.7,0.04,0.04,8.694,73.6,0:00:15,28.8,7,,168,,20,0:00:00,10:56:13,5/24/2022,32.2312157,-110.9079695,12SWA 08670 66068,1.4,2.1,216.8,3,6,38.6,-6.8,-0.6,-1.1,1.1,-0.8,0.8,0,108.19,0,0,0,0,0
7,1.6,190,10,1,1.2,86.31454188,0.7,762.7,-0.19,0.04,8.694,73.6,0:00:16,28.8,7,,168,,16,0:00:00,10:56:14,5/24/2022,32.2312157,-110.9079695,12SWA 08670 66068,1.4,2.1,216.8,3,6,38.6,-6.8,-0.6,-1.1,1.1,-0.8,0.8,0,108.19,0,0,0,0,0
6.8,2.9,190,10,0,1.1,86.31454188,0.5,762.4,-0.26,0.04,8.694,80.4,0:00:17,22,7,,167,,10,0:00:00,10:56:15,5/24/2022,32.2312157,-110.9079695,12SWA 08670 66068,1.4,2.1,216.8,3,6,31.9,-5.7,-0.4,-0.3,0.3,-1,1,0.1,108.19,0,0,0,0,0
6.3,3.5,189,9,-1,1.1,88.11650256,0.5,762.4,-0.15,-0.26,17.029,80.4,0:00:18,22,7,,167,,27,0:00:00,10:56:16,5/24/2022,32.2311739,-110.9079536,12SWA 08672 66063,1.1,2.1,330.9,3,7,31.9,-5.7,-0.4,-0.3,0.3,-1,1,0.1,108.12,0,0,0,0,0
4.8,3.5,208,28,19,1.4,88.11650256,0.7,762.7,-0.06,-0.26,17.029,85.3,0:00:19,17.2,7,,165,,22,0:00:00,10:56:17,5/24/2022,32.2311739,-110.9079536,12SWA 08672 66063,1.1,2.1,330.9,3,7,27,-5.4,-0.6,-0.2,0.2,-1.2,1.2,0.1,108.12,0.8,0.5,0.6,0,0
4.9,6.2,163,-17,-45,0.8,88.65482468,0.6,762.6,-0.09,-0.09,23.848,90.6,0:00:20,11.9,7,,164,,34,0:00:00,10:56:18,5/24/2022,32.2311371,-110.9079467,12SWA 08673 66059,1.1,2.1,201,3,7,27,-5.4,-0.6,-0.2,0.2,-1.2,1.2,0.1,108.09,0.8,0.5,0.6,0,0
4.2,3.8,106,-74,-57,0.8,88.65482468,0.6,762.6,-0.16,-0.09,23.848,90.6,0:00:21,11.9,7,,164,,33,0:00:00,10:56:19,5/24/2022,32.2311371,-110.9079467,12SWA 08673 66059,1.1,2.1,201,3,7,21.8,-4.3,-0.5,-0.7,0.7,0.3,0.3,0,108.09,3.3,1.5,3.2,0,0
0,0.4,71,-109,-35,1.2,88.65482468,0.5,762.5,-0.2,-0.09,23.848,94.8,0:00:22,9.1,7,,182,,25,0:00:00,10:56:20,5/24/2022,32.2311371,-110.9079467,12SWA 08673 66059,1.1,2.1,201,3,7,19.5,-0.7,-0.4,0.7,0.7,1.1,1.1,0,108.09,2.7,1.8,4.6,0,0
1.3,0.8,53,-127,-18,1,88.86300593,0.6,762.6,-0.11,-0.14,28.216,94.8,0:00:23,8.6,7,,192,,22,15:03:55,10:56:21,5/24/2022,32.2311288,-110.9079031,12SWA 08677 66058,1.1,1.7,74.5,3,8,18.8,1,-0.5,0.5,0.5,0.9,0.9,0.1,108.05,1.2,1.3,3.2,0,0
-1.3,0.1,44,-136,-9,1,88.87464885,0.8,762.8,0.02,0.02,28.508,97.2,0:00:24,8.8,7,,199,,21,15:03:55,10:56:22,5/24/2022,32.2311379,-110.9078928,12SWA 08678 66059,1.1,1.7,45.2,3,8,18.7,2,-0.7,0.6,0.6,0.8,0.8,0,108.01,1.1,0.6,1.3,0,0
-2.9,0,44,-136,0,1.1,88.87183986,0.8,762.8,0.06,0.02,28.437,97.2,0:00:25,9.5,7,,206,,20,15:03:55,10:56:23,5/24/2022,32.2311424,-110.9078873,12SWA 08678 66060,1.1,1.7,45.2,3,8,18.8,2.8,-0.7,0.6,0.6,0.8,0.8,0.1,107.98,1,0.9,1.7,0,0
-1.6,-1.2,41,-139,-3,1,88.86949494,0.8,762.8,0.05,0.06,28.378,99.4,0:00:26,9.8,7,,208,,20,15:03:55,10:56:24,5/24/2022,32.2311466,-110.9078821,12SWA 08679 66060,1.4,1.7,45.2,3,7,19,3.7,-0.7,0.7,0.7,0.7,0.7,0,107.98,1.3,0.6,1.3,0,0
-0.4,1.6,37,-143,-4,0.9,88.86581894,0.7,762.7,-0.04,-0.02,28.286,99.4,0:00:27,10,7,,211,,24,15:03:55,10:56:25,5/24/2022,32.2311487,-110.9078783,12SWA 08679 66060,1.4,1.7,45.2,3,7,19,4.2,-0.6,0.6,0.6,0.7,0.7,0,108,1.5,0.8,1.6,0,0
0.5,2.9,35,-145,-2,1,88.85794784,0.8,762.8,-0.01,0,28.091,99.4,0:00:28,10.5,7,,212,,24,15:03:55,10:56:26,5/24/2022,32.2311554,-110.9078751,12SWA 08679 66061,1.4,1.7,45.2,3,7,19.2,4.7,-0.7,0.7,0.7,0.7,0.7,0,107.94,1.2,0.6,1.5,0,0
0.2,2.9,33,-147,-2,1,88.83797315,0.7,762.7,-0.03,-0.05,27.608,99.4,0:00:29,11,7,,214,,24,15:03:55,10:56:27,5/24/2022,32.2311606,-110.9078688,12SWA 08680 66062,1.4,1.7,45.2,3,7,19.5,5.2,-0.6,0.7,0.7,0.8,0.8,0,107.92,0.9,0.7,1.7,0,0
0.4,3.5,33,-147,0,1,88.82701449,0.9,762.8,0.1,0.03,27.35,101.6,0:00:30,11.9,7,,214,,25,15:03:55,10:56:28,5/24/2022,32.2311645,-110.9078673,12SWA 08680 66062,1.4,1.7,45.2,3,7,20.3,5.7,-0.8,0.8,0.8,0.7,0.7,0,107.92,1.6,0.7,2.9,0,0
1.9,2.8,37,-143,4,1,88.7976566,0.9,762.9,0.12,0.12,26.682,101.6,0:00:31,12.5,7,,214,,25,15:03:55,10:56:29,5/24/2022,32.2311712,-110.9078644,12SWA 08680 66063,1.4,1.7,14.1,3,7,20.8,6,-0.8,0.7,0.7,0.6,0.6,0,107.91,1.5,1,2.3,0,0
-1.7,3.1,39,-141,2,1,88.76943986,0.9,762.9,0.17,0.17,26.07,101.6,0:00:32,13.1,7,,214,,26,15:03:55,10:56:30,5/24/2022,32.2311743,-110.9078618,12SWA 08681 66063,1.4,1.7,14.1,3,7,21.3,6.4,-0.8,0.6,0.6,0.6,0.6,-0.1,107.89,1.7,1,2.9,0,0
-2.6,3,41,-139,2,1,88.74553203,0.9,762.9,0.06,0.12,25.573,101.6,0:00:33,13.9,7,,214,,27,15:03:55,10:56:31,5/24/2022,32.2311834,-110.9078557,12SWA 08681 66064,1.4,1.7,14.1,3,7,22,6.8,-0.8,0.7,0.7,0.6,0.6,0.1,107.89,1.5,0.8,1.6,0,0
0.1,1.7,43,-137,2,0.9,88.70592253,0.8,762.8,0.05,0.02,24.79,104,0:00:34,14.9,7,,215,,29,15:03:55,10:56:32,5/24/2022,32.231193,-110.9078469,12SWA 08682 66065,1.4,1.7,14.1,3,7,22.7,7.5,-0.7,0.7,0.7,0.6,0.6,0,107.87,1.8,1.1,1.9,0,0
-2.1,2.5,46,-134,3,1,88.65892826,0.8,762.8,0.04,0.04,23.921,104,0:00:35,15.8,7,,215,,28,15:03:55,10:56:33,5/24/2022,32.2311967,-110.907844,12SWA 08682 66066,1.4,1.7,14.1,3,7,23.4,8.1,-0.7,0.7,0.7,0.7,0.7,0,107.89,2.1,1,3.1,0,0
1.9,2.8,45,-135,-1,1,88.62872916,0.7,762.7,-0.07,0,23.394,106,0:00:36,16.8,7,,215,,29,15:03:55,10:56:34,5/24/2022,32.231208,-110.9078334,12SWA 08683 66067,1.4,1.7,28.2,3,7,24.1,8.7,-0.6,0.8,0.8,0.7,0.7,0.1,107.87,2.4,1.3,2.7,0,0
-0.1,2.4,46,-134,1,1,88.55604774,0.7,762.7,-0.09,-0.09,22.216,106,0:00:37,17.8,7,,215,,30,15:03:55,10:56:35,5/24/2022,32.231214,-110.90783,12SWA 08684 66068,1.4,1.7,21.2,3,7,25,9.3,-0.6,0.7,0.7,0.6,0.6,0.1,107.83,2.5,2,2.9,0,0
-1.3,2.7,50,-130,4,1.1,88.51667124,0.6,762.6,-0.12,-0.15,21.626,108.6,0:00:38,18.9,7,,216,,26,15:03:55,10:56:36,5/24/2022,32.2312235,-110.9078197,12SWA 08685 66069,1.4,1.7,21.2,3,7,25.8,10,-0.5,0.8,0.8,0.8,0.8,0.1,107.83,3,1.2,2.5,0,0
0.8,1,51,-129,1,1.1,88.43279098,0.7,762.7,-0.07,-0.07,20.468,108.6,0:00:39,20.7,7,,216,,25,15:03:55,10:56:37,5/24/2022,32.2312344,-110.9078083,12SWA 08686 66070,1.4,1.7,21.2,3,7,27.2,11.1,-0.6,0.8,0.8,0.7,0.7,0.2,107.8,2.3,1.2,3.4,0,0
-1.4,2.2,53,-127,2,1,88.34143361,0.7,762.7,-0.09,-0.09,19.34,110.8,0:00:40,21.7,7,,216,,27,15:03:55,10:56:38,5/24/2022,32.2312416,-110.9078018,12SWA 08686 66071,1.4,1.7,20.5,3,7,28,11.8,-0.6,0.7,0.7,0.6,0.6,0.1,107.78,2.2,1,1.8,0,0
2.4,0.9,56,-124,3,1,88.2780773,0.6,762.5,-0.21,-0.18,18.628,110.8,0:00:41,22.8,7,,216,,29,15:03:55,10:56:39,5/24/2022,32.2312511,-110.9077923,12SWA 08687 66072,1.1,1.7,20.5,3,8,28.9,12.4,-0.5,0.7,0.7,0.6,0.6,0.2,107.76,1.9,1.5,4,0,0
-0.2,3.1,56,-124,0,1,88.16117527,0.5,762.4,-0.36,-0.31,17.443,113,0:00:42,23.9,7,,216,,30,15:03:55,10:56:40,5/24/2022,32.2312596,-110.9077805,12SWA 08688 66073,1.1,1.7,20.5,3,8,29.7,13.3,-0.4,0.6,0.6,0.6,0.6,0.1,107.74,2.1,1.2,2.8,0,0
-1.4,0.9,56,-124,0,1.2,88.09356903,0.2,762.1,-0.6,-0.48,16.824,115.3,0:00:43,25.6,7,,217,,27,15:03:55,10:56:41,5/24/2022,32.231263,-110.9077752,12SWA 08689 66073,1.1,1.7,20.5,3,8,30.4,14.2,-0.2,0.7,0.7,0.8,0.8,0.3,107.73,2.2,1.3,2.2,0,0
0,4.4,59,-121,3,1,87.92470533,0,762,-0.77,-0.69,15.454,115.3,0:00:44,26.7,7,,217,,30,15:03:55,10:56:42,5/24/2022,32.2312735,-110.9077651,12SWA 08690 66074,1.1,1.7,20.5,3,8,31.7,15.2,0.1,0.7,0.7,0.6,0.6,0.2,107.71,1.6,1.2,2.3,0,0
-2.3,2.2,61,-119,2,1.1,87.72915774,-0.1,761.9,-0.86,-0.86,14.122,117.5,0:00:45,27.8,7,,217,,29,15:03:55,10:56:43,5/24/2022,32.2312735,-110.9077651,12SWA 08690 66074,1.1,1.7,20.5,3,8,32.5,15.9,0.2,0.8,0.8,0.7,0.7,0.3,107.67,2.2,1.2,2.2,0,0
-2.3,4,62,-118,1,1.1,87.60658521,-0.2,761.8,-1.09,-1,13.398,117.5,0:00:46,28.4,7,,217,,28,15:03:55,10:56:44,5/24/2022,32.2312853,-110.9077523,12SWA 08691 66076,1.1,1.7,35,3,8,33.4,16.8,0.4,0.8,0.8,0.7,0.7,0.2,107.67,1.6,1.1,2.3,0,0
-1.9,1.5,63,-117,1,1,87.37616988,-0.4,761.6,-1.17,-1.18,12.22,120,0:00:47,30.7,7,,218,,29,15:03:55,10:56:45,5/24/2022,32.2313009,-110.9077295,12SWA 08693 66077,1.1,1.7,39.9,3,8,34.2,17.7,0.5,0.7,0.7,0.7,0.7,0.3,107.64,1.9,1.2,3.3,0,0
0.9,2.1,63,-117,0,1.1,87.26788972,-0.3,761.6,-1.12,-1.16,11.735,120,0:00:48,31.9,7,,219,,28,15:03:55,10:56:46,5/24/2022,32.2313054,-110.9077234,12SWA 08694 66078,1.1,1.7,39.9,3,8,35.4,19,0.5,0.9,0.9,0.8,0.8,0.3,107.62,1.3,1.1,1.9,0,0
-1.2,2,62,-118,-1,1.1,86.98777766,-0.3,761.6,-1.1,-1.12,10.642,122.3,0:00:49,33.1,7,,219,,25,15:03:55,10:56:47,5/24/2022,32.2313151,-110.9077124,12SWA 08695 66079,1.1,1.7,39.9,3,8,36.2,19.8,0.4,0.8,0.8,0.8,0.8,0.2,107.6,1.8,0.8,2.2,0,0
-1.7,2.3,65,-115,3,1.1,86.63530245,-0.3,761.7,-1.06,-1.08,9.525,122.3,0:00:50,34.3,7,,219,,26,15:03:55,10:56:48,5/24/2022,32.2313249,-110.9077021,12SWA 08696 66080,1.1,1.7,39.9,3,8,37.1,20.6,0.4,0.8,0.8,0.7,0.7,0.3,107.6,1.3,0.7,1.9,0,0
-1.8,3.7,67,-113,2,0.9,86.49277097,-0.1,761.8,-0.9,-0.96,9.137,124.6,0:00:51,35.4,7,,219,,31,15:03:55,10:56:49,5/24/2022,32.2313297,-110.9076963,12SWA 08696 66081,1.1,1.7,39.9,3,8,37.9,21.4,0.3,0.8,0.8,0.6,0.6,0.2,107.58,1.1,1.4,1.8,0,0
-1.5,2.3,64,-116,-3,1.1,86.17821345,-0.1,761.9,-0.84,-0.85,8.383,126.8,0:00:52,37,7,,220,,28,15:03:55,10:56:50,5/24/2022,32.2313387,-110.9076813,12SWA 08698 66082,1.1,1.7,39.9,3,8,38.9,22.7,0.2,0.8,0.8,0.7,0.7,0.2,107.58,1.8,0.9,2.2,0,0
0.7,1,65,-115,1,1,85.65597752,-0.1,761.9,-0.84,-0.84,7.372,126.8,0:00:53,38.2,7,,220,,28,15:03:55,10:56:51,5/24/2022,32.2313434,-110.907675,12SWA 08698 66082,1.1,1.7,39.9,3,8,39.7,23.6,0.2,0.8,0.8,0.7,0.7,0.3,107.58,1.3,1.2,1.9,0,0
-1.1,2.5,64,-116,-1,1.1,85.38802808,-0.1,761.9,-0.86,-0.84,6.942,129,0:00:54,39.1,7,,220,,30,15:03:55,10:56:52,5/24/2022,32.2313517,-110.9076635,12SWA 08699 66083,1.1,1.7,39.9,3,8,40.3,24.4,0.2,0.7,0.7,0.7,0.7,0.2,107.56,3.1,1,2.9,0,0
5.3,1.3,348,168,284,1.9,85.38802808,-0.1,761.9,-0.86,-0.84,6.942,129,0:00:55,40.1,7,,220,,41,15:03:55,10:56:53,5/24/2022,32.2313598,-110.9076562,12SWA 08700 66084,1.1,1.7,26.6,3,8,41.1,24.8,0.2,1.6,1.6,-0.1,0.1,0.3,107.55,2.1,1.3,1.9,0,0
7,1.4,240,60,-108,1.8,85.38802808,-0.1,761.9,-0.83,-0.84,6.942,129,0:00:56,40,7,,218,,41,15:03:55,10:56:54,5/24/2022,32.2313663,-110.9076599,12SWA 08700 66085,1.1,1.7,321.4,3,8,42,23.6,0.2,0,0,-1.9,1.9,0.3,107.55,1.9,1.8,2.3,0,0
-1.4,3.4,226,46,-14,1.8,85.38802808,0,762,-0.78,-0.84,6.942,129,0:00:57,38.3,7,,218,,25,15:03:55,10:56:55,5/24/2022,32.2313569,-110.9076715,12SWA 08698 66084,1.1,1.7,211.6,3,8,40.6,22.6,0.1,-1.1,1.1,-1.5,1.5,0.1,107.55,1.7,1.5,4,0,0
1.4,2.5,235,55,9,0.4,-33.1674837,0.1,762,-0.6,-0.6,-0.366,131.5,0:00:58,36.9,7,,219,,30,15:03:55,10:56:56,5/24/2022,32.2313437,-110.9076767,12SWA 08698 66082,1.1,1.7,207.9,3,8,39.2,22.1,0,-0.4,0.4,-0.8,0.8,0.2,107.53,0.9,0.9,1.3,0,0
-2.5,0.9,304,124,69,1.3,-53.28912098,0.3,762.3,-0.49,-0.49,-0.751,131.5,0:00:59,36.3,7,,219,,30,15:03:55,10:56:57,5/24/2022,32.2313409,-110.9076806,12SWA 08698 66082,1.1,1.7,207.9,3,8,38.8,21.7,-0.2,0.9,0.9,-0.8,0.8,0.1,107.55,2.8,1.3,3.1,0,0
-2.5,3.3,24,-156,-280,1.1,-65.67810677,0.2,762.2,-0.56,-0.53,-1.239,131.5,0:01:00,37.1,7,,218,,25,15:03:55,10:56:58,5/24/2022,32.2313455,-110.9076893,12SWA 08697 66082,1.1,1.7,281.3,3,8,39.6,21.5,-0.1,1.2,1.2,0.5,0.5,0.2,107.51,1.2,0.8,2.3,0,0
-4.3,2.6,44,-136,20,1,-62.67889005,0.2,762.1,-0.65,-0.65,-1.084,131.5,0:01:01,37.4,7,,218,,27,15:03:55,10:56:59,5/24/2022,32.2313484,-110.9076811,12SWA 08698 66083,1.1,1.7,281.3,3,8,39.9,22.1,-0.1,0.6,0.6,0.9,0.9,0.2,107.51,1.4,1.2,1.6,0,0
-0.7,2,41,-139,-3,1,-61.39735855,0.1,762,-0.71,-0.7,-1.027,131.5,0:01:02,38.4,7,,219,,28,15:03:55,10:57:00,5/24/2022,32.2313506,-110.907678,12SWA 08698 66083,1.1,1.7,281.3,3,8,40.3,23.2,0,0.5,0.5,0.9,0.9,0.2,107.49,0.9,1,1.8,0,0
1.5,3.5,35,-145,-6,1,-59.48176932,0,762,-0.76,-0.73,-0.95,133.8,0:01:03,39.2,7,,219,,30,15:03:55,10:57:01,5/24/2022,32.2313571,-110.9076713,12SWA 08698 66084,1.1,1.7,281.3,3,8,40.8,23.9,0.1,0.5,0.5,0.9,0.9,0.2,107.49,1.6,1,3.5,0,0
-0.2,4.8,49,-131,14,1,-70.6427353,0,762,-0.76,-0.76,-1.594,133.8,0:01:04,40,7,,219,,29,15:03:55,10:57:02,5/24/2022,32.2313632,-110.90767,12SWA 08699 66084,1.1,1.7,325.6,3,8,41.5,24.2,0.1,0.5,0.5,0.9,0.9,0.1,107.49,1.7,1,1.8,0,0
-2.4,3.9,64,-116,15,1,-70.55240686,0.1,762,-0.68,-0.71,-1.586,133.8,0:01:05,40.9,7,,219,,30,15:03:55,10:57:03,5/24/2022,32.2313703,-110.9076659,12SWA 08699 66085,1.1,1.7,1.4,3,8,42.2,24.8,0,0.3,0.3,0.9,0.9,0.2,107.49,1.6,1.1,2.1,0,0
-0.2,2.5,76,-104,12,1.1,-71.60588922,0,762,-0.72,-0.69,-1.684,136.5,0:01:06,42.3,7,,219,,28,15:03:55,10:57:04,5/24/2022,32.2313829,-110.9076512,12SWA 08700 66086,1.1,1.7,29.7,3,8,42.9,25.5,0,0.3,0.3,0.9,0.9,0.2,107.51,1.4,1.1,2.3,0,0
0.4,1.6,76,-104,0,1.1,-71.00695886,-0.1,761.9,-0.84,-0.77,-1.627,136.5,0:01:07,43.4,7,,220,,26,15:03:55,10:57:05,5/24/2022,32.2313857,-110.9076433,12SWA 08701 66087,1.1,1.7,29.7,3,8,43.6,27,0.2,0.3,0.3,1.1,1.1,0.3,107.51,1.5,0.9,2.6,0,0
1.9,0.2,79,-101,3,1.1,-71.25309902,-0.1,761.9,-0.97,-0.96,-1.65,138.8,0:01:08,43.9,7,,220,,24,15:03:55,10:57:06,5/24/2022,32.2313928,-110.9076283,12SWA 08703 66088,1.1,1.7,29.7,3,8,44.3,28,0.3,0.4,0.4,1,1,0.3,107.53,1.7,1.6,2.6,0,0
-2.3,1,82,-98,3,1.1,-70.68759757,-0.2,761.7,-1.01,-1.01,-1.598,138.8,0:01:09,45.7,7,,221,,24,15:03:55,10:57:07,5/24/2022,32.2313966,-110.9076205,12SWA 08703 66088,1.1,1.7,53,3,8,45,29.1,0.3,0.4,0.4,1,1,0.3,107.53,2,1.4,3.5,0,0
-0.9,2.9,84,-96,2,0.9,-68.96248897,-0.2,761.8,-0.98,-0.99,-1.456,141.3,0:01:10,47.5,7,,222,,27,15:03:55,10:57:08,5/24/2022,32.2314026,-110.9076044,12SWA 08705 66089,1.1,1.7,53,3,8,45.5,30.2,0.3,0.4,0.4,0.9,0.9,0.3,107.53,1.6,1.1,3.2,0,0
-3.7,1.2,82,-98,-2,1.1,-66.15510097,-0.3,761.7,-1.09,-1.08,-1.267,143.7,0:01:11,48.6,7,,222,,25,15:03:55,10:57:09,5/24/2022,32.2314093,-110.9075861,12SWA 08706 66089,1.1,1.7,58.5,3,8,46.4,31.8,0.4,0.6,0.6,1,1,0.3,107.53,1.8,1.4,2.7,0,0
-4.6,1.2,79,-101,-3,1.2,-65.01965052,-0.4,761.6,-1.16,-1.11,-1.202,143.7,0:01:12,49.7,7,,223,,24,15:03:55,10:57:10,5/24/2022,32.2314123,-110.9075787,12SWA 08707 66090,1.1,1.7,58.5,3,8,47,32.8,0.5,0.7,0.7,1,1,0.3,107.55,1.9,1.6,3,0,0
-5.4,3.2,119,-61,40,0.7,-24.90476881,-0.4,761.6,-1.17,-1.18,-0.26,146,0:01:13,50.7,8,179,223,,32,15:03:55,10:57:11,5/24/2022,32.2314123,-110.9075787,12SWA 08707 66090,1.1,1.7,58.5,3,8,47.3,33.9,0.5,-0.1,0.1,0.9,0.9,0.4,107.55,2.3,1.7,3.1,0,0
-5.8,3.8,152,-28,33,1,-72.50838651,-0.4,761.5,-1.2,-1.2,-1.777,146,0:01:14,50.8,8,179,225,,29,15:03:55,10:57:12,5/24/2022,32.2314086,-110.907544,12SWA 08710 66089,1.1,1.7,129.8,3,8,46.5,34.9,0.5,-0.9,0.9,0.3,0.3,0.3,107.56,3.7,1.9,3.8,0,0
-5,4.1,194,14,42,1.1,-76.72180409,-0.4,761.5,-1.21,-1.17,-2.373,149.3,0:01:15,50.5,8,179,227,,27,15:03:55,10:57:13,5/24/2022,32.2314026,-110.9075356,12SWA 08711 66089,1.1,1.7,127.6,3,8,44.8,36.1,0.6,-1,1,-0.5,0.5,0.3,107.58,2,1.7,2.8,0,0
-1.2,2.8,207,27,13,1.1,-78.33717055,-0.3,761.6,-1.15,-1.18,-2.713,149.3,0:01:16,49.7,8,179,228,,27,15:03:55,10:57:14,5/24/2022,32.2313894,-110.9075336,12SWA 08711 66087,1.1,1.7,182.9,3,8,43.7,36,0.5,-0.9,0.9,-0.6,0.6,0.3,107.58,2,1.4,3.2,0,0
